monto,hora,intentos,distancia,antiguedad,es_fraude
729.8,18,0,21.2,439,0
490.51,22,0,11.17,846,0
111.62,15,0,19.38,783,0
1340.58,22,0,5.28,976,0
499.98,0,0,3.6,757,0
137.9,15,0,6.79,615,0
244.79,2,0,29.91,297,0
1118.69,7,1,29.19,390,0
962.32,20,0,6.57,660,0
1129.58,23,0,30.2,374,0
572.75,23,0,77.3,496,0
1222.56,12,0,3.31,403,0
261.02,0,0,40.11,822,0
282.41,20,0,8.04,189,0
530.28,11,0,16.65,255,0
906.96,10,0,17.4,936,0
138.57,4,0,23.36,646,0
341.27,0,0,5.66,121,0
71.32,3,0,13.46,862,0
465.12,13,0,20.1,727,0
189.16,5,1,52.04,85,0
89.96,21,0,44.7,91,0
939.86,16,0,15.32,247,0
545.09,6,0,5.23,447,0
735.65,21,0,1.35,362,0
793.94,20,0,0.94,347,0
1547.43,15,0,9.87,520,0
637.89,6,0,15.1,350,0
319.54,0,0,51.6,444,0
223.29,8,0,10.06,464,0
36.44,3,0,25.85,629,0
179.26,1,1,6.65,980,0
329.92,8,0,25.58,516,0
553.51,12,0,14.32,377,0
364.62,13,0,6.67,791,0
21.34,22,0,6.82,876,0
1334.62,21,0,20.72,744,0
487.0,11,0,69.45,119,0
939.68,11,0,12.06,135,0
39.51,5,0,5.28,769,0
171.33,3,0,1.04,540,0
638.87,2,0,24.82,714,0
204.97,21,0,7.84,101,0
797.3,8,0,4.99,216,0
130.44,7,0,38.01,425,0
35.53,10,0,4.26,149,0
1488.38,8,0,18.81,933,0
61.61,20,0,2.0,608,0
556.78,23,0,26.78,924,0
2345.5,16,0,34.68,925,0
128.73,1,0,41.61,963,0
320.15,17,0,18.99,365,0
1252.6,0,0,49.1,274,0
70.02,21,0,62.19,655,0
41.38,9,0,26.02,988,0
832.64,0,0,33.78,191,0
161.95,2,1,11.44,193,0
465.24,13,0,2.65,95,0
188.99,7,0,3.7,201,0
1758.52,14,1,18.59,71,0
1076.68,22,0,20.63,328,0
152.12,23,0,5.77,416,0
60.67,12,0,7.44,345,0
311.15,14,0,3.3,371,0
754.26,0,0,38.44,302,0
536.46,18,0,26.8,991,0
301.49,3,0,2.38,66,0
325.06,18,0,6.92,969,0
130.05,19,0,79.8,352,0
2698.97,21,0,6.83,210,0
62.33,6,0,21.98,798,0
862.75,16,0,36.16,397,0
1391.65,11,0,24.14,841,0
420.74,17,0,30.9,780,0
414.91,8,0,17.9,197,0
1814.58,9,0,10.55,422,0
1427.6,1,0,13.29,617,0
973.79,4,1,0.62,45,0
520.12,1,0,7.34,512,0
391.33,21,0,8.75,106,0
148.17,19,0,1.17,855,0
956.72,4,0,7.6,101,0
394.02,1,0,40.59,676,0
2764.24,9,0,55.05,331,0
172.43,12,0,72.11,892,0
230.43,1,0,15.74,209,0
318.03,15,0,32.14,859,0
735.6,10,0,17.98,145,0
350.79,1,0,14.68,105,0
137.69,5,0,2.59,934,0
752.62,13,0,33.34,836,0
645.85,9,0,33.95,566,0
178.17,6,0,14.4,541,0
189.8,19,0,28.88,30,0
209.06,8,0,1.3,600,0
671.59,12,0,18.1,958,0
259.58,1,0,6.11,675,0
82.48,17,0,14.88,189,0
1450.26,11,0,21.65,301,0
673.24,6,0,20.62,300,0
325.7,21,0,11.5,734,0
465.09,5,0,14.19,814,0
146.44,2,0,5.14,156,0
2846.29,14,0,19.79,236,0
314.24,10,0,7.81,613,0
2159.91,3,0,14.88,509,0
103.55,8,0,19.24,853,0
380.07,18,1,33.99,311,0
447.83,20,0,24.54,467,0
26.4,19,0,6.35,753,0
355.46,17,0,8.1,153,0
847.86,6,0,1.68,286,0
80.37,13,0,31.31,119,0
305.1,15,0,10.1,986,0
1424.16,4,0,8.15,332,0
940.06,18,0,5.31,882,0
363.06,9,0,63.65,621,0
942.48,7,0,3.51,401,0
2111.21,0,1,18.74,587,0
570.69,19,0,17.14,277,0
741.48,18,0,19.83,704,0
1098.25,3,0,34.69,775,0
80.04,11,0,36.68,753,0
200.66,22,0,9.2,57,0
67.43,19,0,9.03,395,0
158.76,12,0,26.82,257,0
108.42,1,0,10.95,965,0
601.22,20,0,21.59,438,0
457.58,4,0,24.22,157,0
864.82,22,0,10.15,427,0
146.3,20,0,4.5,586,0
70.4,17,0,1.33,906,0
416.29,8,0,7.76,172,0
131.92,21,0,4.04,94,0
18.48,5,0,6.26,643,0
1013.15,16,0,60.38,91,0
284.49,7,0,20.81,288,0
199.22,4,0,17.36,836,0
628.99,17,0,94.35,117,0
645.41,17,0,14.33,756,0
206.91,9,0,37.08,152,0
210.48,6,0,14.24,423,0
210.0,10,1,35.45,555,0
254.1,16,0,11.08,83,0
2979.09,0,0,5.36,507,0
269.93,5,0,4.34,351,0
24.44,20,0,7.24,737,0
1386.85,19,0,9.42,374,0
167.96,9,0,20.6,604,0
862.93,11,0,13.6,282,0
194.58,5,0,11.2,578,0
361.69,19,0,8.19,860,0
1436.18,11,0,37.87,296,0
434.73,1,0,1.99,981,0
777.07,16,0,6.49,376,0
2002.84,23,0,65.63,465,0
1047.73,13,0,32.48,957,0
442.78,6,0,49.13,866,0
570.43,15,0,25.47,287,0
53.31,12,0,1.0,478,0
1749.63,13,0,30.99,854,0
597.7,0,0,14.95,204,0
815.59,12,0,29.58,175,0
563.06,11,0,4.05,468,0
127.73,0,0,6.29,245,0
202.58,1,0,42.35,42,0
120.72,3,0,27.28,905,0
116.74,20,0,8.67,54,0
584.14,0,0,8.94,481,0
140.97,7,0,16.44,236,0
758.16,6,0,81.08,66,0
877.09,17,0,3.11,843,0
17.92,1,0,10.01,962,0
184.36,3,1,3.18,628,0
3233.85,18,0,11.26,960,0
904.84,15,0,5.31,923,0
221.29,2,0,4.69,407,0
520.2,20,0,38.21,666,0
191.78,9,1,63.11,904,0
90.83,14,0,31.27,67,0
586.45,23,0,57.65,529,0
284.49,8,0,0.82,425,0
1747.46,21,0,27.65,216,0
296.12,16,0,5.07,414,0
744.84,13,0,79.25,601,0
913.99,4,0,2.23,802,0
669.08,11,0,3.14,322,0
304.65,20,0,2.07,47,0
64.94,15,0,13.36,420,0
191.06,13,0,26.37,368,0
1011.37,6,0,14.49,310,0
954.84,21,0,7.87,757,0
1150.34,3,0,32.26,115,0
258.51,5,0,6.06,158,0
24.82,12,0,31.38,379,0
680.22,21,0,36.02,749,0
847.55,14,0,5.96,982,0
545.11,5,0,17.55,518,0
369.75,14,0,8.45,672,0
644.28,16,0,2.17,329,0
178.12,19,0,13.4,569,0
886.73,10,0,44.06,515,0
803.53,12,0,12.64,32,0
46.77,21,0,11.21,686,0
843.72,20,0,9.64,138,0
164.75,20,0,2.19,72,0
329.3,13,0,63.55,905,0
199.58,21,0,11.24,884,0
1268.71,0,0,10.78,498,0
679.54,8,0,2.27,934,0
277.55,3,0,21.44,458,0
38.77,15,0,14.13,177,0
881.29,22,0,2.2,127,0
1025.76,6,0,3.51,243,0
271.56,6,0,29.09,544,0
715.04,6,0,31.93,694,0
553.26,18,0,2.59,573,0
114.08,13,0,35.17,739,0
569.61,22,0,10.26,41,0
321.91,6,1,58.84,828,0
333.86,11,0,4.03,735,0
134.02,0,0,20.18,643,0
601.56,11,0,11.19,779,0
613.96,7,0,39.64,208,0
1128.23,20,0,1.74,720,0
2563.88,4,0,11.11,895,0
158.78,0,0,8.4,605,0
48.78,4,0,7.24,354,0
474.49,9,0,6.66,251,0
165.26,2,0,7.32,668,0
396.57,8,0,1.62,455,0
361.44,8,0,9.56,245,0
726.04,7,0,97.41,48,0
3389.69,11,0,7.66,160,0
238.41,12,0,1.39,756,0
1114.16,5,0,1.68,66,0
62.34,1,0,15.11,826,0
197.1,15,0,37.34,385,0
392.02,19,0,60.74,142,0
256.47,10,0,10.92,609,0
97.56,21,0,38.71,829,0
231.28,1,0,22.11,23,0
702.6,12,0,10.57,898,0
1361.04,15,0,47.19,124,0
28.69,2,0,19.23,734,0
410.92,14,0,38.75,370,0
920.78,21,0,7.7,210,0
559.71,6,0,20.23,230,0
225.76,17,0,58.37,141,0
457.16,20,0,67.62,253,0
293.32,13,0,4.23,751,0
601.32,4,0,4.4,969,0
162.83,4,0,2.15,614,0
523.3,9,1,13.24,663,0
148.25,14,0,14.27,663,0
590.83,10,0,12.97,724,0
323.53,0,0,31.4,699,0
634.21,21,0,8.9,230,0
411.8,9,0,12.02,700,0
208.14,8,0,49.48,570,0
500.86,12,0,20.87,403,0
1636.29,16,0,8.85,550,0
1822.75,8,0,43.98,529,0
1793.52,20,0,18.69,374,0
128.37,3,0,8.57,167,0
362.76,2,0,26.64,300,0
70.74,15,0,17.17,962,0
120.33,9,0,14.51,539,0
348.79,10,0,4.02,727,0
120.88,21,1,5.4,820,0
1035.07,7,0,13.61,326,0
1272.39,9,0,102.54,593,0
251.76,17,0,8.32,48,0
297.55,12,1,17.08,843,0
122.43,17,0,7.7,703,0
109.77,8,0,59.33,931,0
1177.76,12,0,11.84,404,0
1279.19,18,0,62.45,372,0
319.01,6,0,3.3,662,0
655.76,5,0,25.87,174,0
138.51,7,1,0.75,596,0
306.98,1,0,2.11,157,0
823.87,23,0,12.57,479,0
92.8,15,0,16.45,613,0
351.57,8,0,9.25,653,0
303.16,4,0,15.97,746,0
241.59,7,0,0.83,251,0
1265.71,11,0,11.92,353,0
196.63,0,0,16.82,924,0
248.47,18,0,11.55,616,0
132.02,6,0,13.72,981,0
50.62,23,0,18.75,313,0
928.26,13,0,2.59,58,0
334.1,4,0,7.3,33,0
48.99,6,0,45.57,375,0
393.77,6,0,4.39,186,0
270.76,14,0,28.01,432,0
86.73,12,0,12.86,724,0
494.23,8,0,31.91,761,0
289.84,15,0,1.64,223,0
76.21,9,0,17.66,642,0
555.63,2,0,46.18,440,0
409.29,11,0,2.73,174,0
173.39,22,0,10.32,69,0
1142.5,0,0,23.31,741,0
981.33,1,0,14.55,172,0
1067.95,1,1,12.78,703,0
341.69,23,0,10.13,718,0
460.96,12,0,38.88,691,0
822.28,20,0,3.39,53,0
1079.73,3,0,1.78,296,0
1688.14,7,0,3.03,216,0
884.75,15,0,94.38,393,0
439.99,21,0,4.52,177,0
800.74,1,0,39.26,700,0
658.66,22,0,36.14,395,0
140.03,4,0,9.14,627,0
951.4,22,0,17.71,397,0
1425.95,14,0,14.49,238,0
846.2,13,0,5.42,861,0
3746.0,19,0,23.55,671,0
813.28,0,0,33.6,720,0
1426.0,20,0,32.82,278,0
851.14,3,0,23.12,816,0
295.51,15,0,74.38,730,0
65.06,15,1,11.9,366,0
2319.49,5,0,4.47,130,0
631.15,13,0,0.68,574,0
937.4,14,0,2.87,452,0
164.53,11,0,25.18,158,0
177.37,6,0,45.91,539,0
84.14,2,0,28.23,207,0
187.74,22,0,69.69,779,0
294.75,1,0,2.57,196,0
105.94,15,0,47.55,657,0
68.0,2,0,65.2,789,0
1346.31,4,0,15.34,937,0
622.92,8,0,14.61,460,0
80.99,1,0,3.93,202,0
146.0,17,0,22.1,167,0
393.02,7,0,42.23,696,0
139.91,23,0,40.29,255,0
499.55,8,0,14.1,686,0
762.46,0,0,30.63,667,0
195.13,1,0,7.96,47,0
890.64,5,0,11.13,409,0
171.4,14,0,3.45,18,0
101.33,17,0,6.22,961,0
1216.0,15,0,7.59,93,0
349.73,13,0,16.76,219,0
368.54,18,0,20.38,644,0
387.8,3,0,1.99,560,0
354.33,7,0,8.37,672,0
272.91,18,0,1.53,635,0
1556.0,14,0,36.76,598,0
421.84,20,0,9.93,958,0
378.34,7,0,6.44,443,0
392.77,5,0,17.87,720,0
1441.65,0,0,2.74,787,0
94.15,12,0,13.7,228,0
206.81,10,0,32.34,682,0
147.91,20,0,15.04,726,0
475.45,15,0,14.68,42,0
56.16,18,0,11.43,551,0
94.96,19,0,1.39,404,0
450.35,16,0,75.64,826,0
164.52,23,0,17.64,183,0
274.79,19,0,31.46,160,0
118.2,0,0,16.53,519,0
43.25,4,0,4.64,715,0
122.36,2,0,7.06,592,0
1630.38,11,0,6.23,951,0
597.0,20,0,39.2,729,0
563.61,9,0,42.55,260,0
72.44,3,2,15.04,524,0
343.25,6,1,11.9,866,0
141.5,2,1,23.08,608,0
24.28,12,0,8.62,883,0
567.17,10,0,14.39,100,0
24.41,6,0,7.37,177,0
1281.39,8,0,11.09,647,0
677.45,18,0,32.37,785,0
384.67,15,0,5.02,207,0
500.37,15,0,57.95,291,0
330.42,17,0,109.42,422,0
729.99,19,1,56.78,208,0
481.12,23,0,20.29,404,0
782.71,3,0,11.2,271,0
240.7,0,2,36.9,625,0
525.63,13,1,6.4,879,0
857.35,2,0,2.69,246,0
403.97,11,0,53.16,511,0
609.68,23,1,16.11,794,0
121.48,0,0,43.92,794,0
787.09,8,0,0.79,459,0
1223.16,19,0,30.35,670,0
168.49,22,0,28.41,435,0
454.36,20,0,4.37,115,0
617.44,20,0,11.77,890,0
774.59,9,0,3.45,37,0
58.51,23,0,34.62,781,0
310.2,14,0,6.08,42,0
332.93,19,0,3.87,945,0
43.89,11,0,20.62,725,0
272.34,18,0,46.36,46,0
608.11,16,0,0.84,831,0
1423.35,11,0,21.25,859,0
774.99,21,0,8.24,293,0
31.62,4,0,2.6,164,0
168.06,0,0,2.15,639,0
1487.6,7,0,57.92,707,0
2271.18,21,0,48.33,588,0
164.38,8,0,30.09,321,0
456.21,12,0,23.79,265,0
1148.44,20,0,6.39,912,0
66.04,17,0,19.79,249,0
183.71,23,0,22.67,15,0
351.16,10,0,57.27,445,0
75.35,9,0,7.6,440,0
1036.12,11,0,41.71,813,0
89.71,4,0,35.63,263,0
515.26,1,0,38.29,162,0
1280.59,13,0,82.97,104,0
841.95,6,0,1.02,286,0
1797.08,17,0,32.26,109,0
145.86,16,0,3.4,865,0
3808.87,6,0,28.76,875,0
184.37,8,0,10.66,96,0
1074.55,1,0,26.73,407,0
704.88,0,0,6.38,982,0
919.26,4,0,13.93,70,0
46.42,20,0,24.29,418,0
346.38,13,0,3.86,444,0
186.88,7,0,45.68,832,0
360.0,23,0,30.57,276,0
76.73,20,0,16.89,820,0
64.95,13,0,29.1,83,0
1124.6,21,0,10.85,683,0
325.44,17,0,22.34,899,0
107.77,21,0,21.97,363,0
41.89,7,0,5.82,853,0
273.75,10,0,29.89,329,0
292.8,18,0,1.08,370,0
1514.21,7,0,1.45,767,0
59.76,6,0,23.02,512,0
115.85,8,0,15.98,547,0
1413.15,6,0,12.9,431,0
207.95,21,0,0.68,770,0
358.09,4,0,4.47,796,0
790.93,23,0,11.77,732,0
288.1,7,0,1.39,445,0
462.62,15,0,6.47,376,0
643.95,10,0,57.75,676,0
5192.62,4,1,6.88,99,0
180.04,15,0,2.46,953,0
520.34,4,0,11.54,939,0
209.57,20,0,1.55,766,0
87.51,23,0,82.5,730,0
189.74,0,0,3.77,366,0
30.2,21,1,3.51,69,0
226.25,8,0,18.23,467,0
171.86,8,0,13.88,975,0
212.2,3,0,36.68,999,0
676.26,14,0,8.55,424,0
1458.48,3,0,2.94,719,0
1348.86,2,0,13.88,326,0
418.35,12,0,3.44,526,0
215.73,12,0,1.09,190,0
788.29,22,0,12.08,703,0
603.59,17,0,0.89,76,0
454.9,10,0,0.83,657,0
93.22,2,0,11.32,642,0
437.77,22,0,4.57,685,0
383.42,10,0,1.2,679,0
604.31,23,0,26.69,186,0
2644.54,18,0,65.93,262,0
123.57,6,0,9.99,236,0
935.66,3,0,4.39,119,0
126.37,15,0,12.24,876,0
218.58,22,0,3.07,993,0
174.47,17,0,25.31,202,0
425.21,15,0,1.19,328,0
61.23,7,0,1.15,505,0
154.84,4,0,51.64,474,0
483.9,21,1,34.69,912,0
260.57,20,0,5.68,985,0
75.38,18,0,10.88,273,0
166.46,8,0,15.23,624,0
131.36,2,0,13.43,756,0
1102.41,4,0,0.71,602,0
140.67,5,0,28.26,394,0
97.09,2,0,48.53,282,0
1305.85,5,0,5.77,439,0
822.63,12,0,1.19,696,0
463.09,7,0,11.08,294,0
947.41,6,2,18.96,229,0
65.28,6,0,9.98,409,0
1017.22,4,0,8.75,267,0
187.53,5,0,9.63,58,0
409.48,23,0,3.26,49,0
51.21,1,0,13.78,453,0
938.58,0,0,7.91,621,0
802.71,12,0,35.6,835,0
129.41,0,0,26.59,282,0
1035.31,4,0,10.59,183,0
563.86,9,0,4.34,101,0
1126.55,11,0,106.2,821,0
1334.84,4,0,9.24,362,0
404.52,6,0,3.74,505,0
225.09,6,0,54.8,334,0
985.55,4,0,26.78,542,0
724.18,4,0,38.06,144,0
51.96,16,0,3.07,920,0
165.07,23,0,19.36,876,0
421.28,10,0,40.35,986,0
727.13,11,0,4.65,353,0
639.58,19,1,59.99,582,0
272.87,23,0,1.53,998,0
96.74,7,0,19.79,935,0
229.28,15,0,15.17,816,0
516.96,1,0,17.93,888,0
191.45,10,0,63.11,750,0
140.5,8,0,1.72,632,0
81.01,12,0,15.58,122,0
1457.9,4,0,6.56,202,0
365.48,23,1,11.14,622,0
263.63,1,0,5.21,271,0
214.01,23,0,61.33,174,0
764.73,13,0,13.99,453,0
416.08,13,0,7.02,272,0
1865.24,6,0,26.78,919,0
865.56,23,0,1.43,166,0
321.5,14,0,27.2,612,0
96.39,23,0,0.82,641,0
570.27,2,0,2.75,335,0
86.53,14,0,8.04,43,0
305.31,13,2,10.83,130,0
704.4,2,0,2.68,833,0
943.58,1,0,27.15,40,0
825.93,5,0,5.65,252,0
518.95,11,0,3.48,627,0
1035.27,6,0,15.04,396,0
728.15,1,0,9.01,521,0
262.64,16,0,3.69,105,0
2667.54,3,0,3.12,827,0
164.77,15,0,35.08,78,0
83.61,23,0,7.28,266,0
1635.83,0,0,3.46,145,0
104.2,20,0,5.22,84,0
28.66,23,0,9.44,172,0
473.22,1,0,26.35,127,0
326.2,2,0,15.73,465,0
562.45,21,0,64.99,939,0
130.03,20,0,14.73,306,0
38.37,1,0,13.64,107,0
159.74,21,0,22.54,214,0
2027.9,1,0,8.49,675,0
169.56,23,0,21.42,601,0
130.62,17,0,25.7,886,0
114.04,7,0,8.62,835,0
412.12,16,0,4.22,203,0
355.4,7,0,27.06,615,0
56.01,6,0,1.12,874,0
417.93,3,0,15.94,206,0
398.03,3,0,6.03,922,0
755.76,22,0,6.24,562,0
917.06,15,0,15.66,595,0
142.23,5,0,47.87,122,0
1300.52,14,0,5.19,786,0
364.2,6,0,6.25,522,0
81.06,2,0,11.08,96,0
1858.66,1,0,5.43,166,0
169.55,12,0,0.86,21,0
332.66,2,0,6.54,601,0
1136.05,2,0,0.74,861,0
349.37,6,1,26.02,190,0
75.88,5,1,10.04,261,0
486.72,23,0,37.38,521,0
1208.33,10,0,12.28,311,0
171.89,5,0,36.77,705,0
71.16,13,2,0.79,976,0
183.91,6,0,80.8,870,0
697.92,2,0,17.73,735,0
118.53,9,0,5.84,192,0
466.54,11,0,19.21,840,0
471.04,20,0,12.77,653,0
1380.04,18,0,4.54,930,0
1640.45,12,0,32.98,401,0
325.93,12,1,22.85,17,0
2942.46,6,0,10.47,278,0
196.56,3,0,6.68,782,0
1897.61,8,0,8.99,249,0
666.99,20,0,45.25,57,0
142.02,3,0,28.25,138,0
150.89,23,0,0.57,872,0
74.17,11,0,8.98,493,0
427.42,16,0,15.22,810,0
337.47,3,0,7.87,36,0
232.56,19,0,14.37,320,0
1036.14,14,0,51.73,616,0
203.02,0,0,4.65,853,0
964.18,5,0,32.22,73,0
542.22,15,0,59.19,437,0
334.47,12,0,9.71,592,0
94.13,6,0,7.7,686,0
2124.41,1,0,20.6,32,0
853.95,0,0,38.55,647,0
48.6,4,0,46.97,158,0
1337.11,13,0,58.42,104,0
443.0,11,0,17.73,121,0
494.08,19,0,2.11,397,0
137.69,12,0,4.75,949,0
90.3,14,2,9.57,417,0
550.66,14,0,4.08,700,0
643.69,5,0,17.28,537,0
71.28,16,0,13.2,17,0
221.92,1,0,2.04,987,0
1021.49,20,0,8.57,65,0
525.08,2,0,1.38,127,0
122.8,4,0,18.57,905,0
426.64,23,0,88.14,657,0
307.57,19,0,6.38,403,0
167.55,10,0,14.83,801,0
855.44,21,0,7.46,723,0
420.13,2,0,46.56,852,0
313.84,13,0,7.97,578,0
146.56,4,0,9.19,862,0
233.09,18,0,13.03,674,0
2635.67,19,0,3.27,685,0
652.45,18,0,3.98,121,0
440.3,6,0,35.29,962,0
1434.69,18,0,12.94,307,0
1128.55,4,0,5.07,655,0
104.08,18,0,29.58,416,0
416.23,12,0,9.65,172,0
955.43,9,0,15.74,67,0
583.0,11,0,10.88,345,0
186.18,3,0,56.95,939,0
709.01,22,0,5.06,94,0
348.45,14,0,18.49,603,0
358.63,12,0,30.94,317,0
1543.75,14,0,11.89,856,0
147.84,19,0,6.16,266,0
391.83,21,0,18.72,38,0
48.32,1,1,16.87,564,0
41.41,23,0,9.55,820,0
602.67,9,0,9.15,583,0
47.2,22,0,13.86,381,0
550.74,11,0,4.36,551,0
636.87,12,0,46.58,820,0
249.23,16,0,6.87,423,0
516.31,9,0,68.24,20,0
225.1,0,0,10.24,222,0
903.94,14,0,51.31,793,0
144.57,20,0,18.93,228,0
439.72,3,0,3.95,760,0
259.3,16,0,15.56,230,0
870.56,0,0,37.12,389,0
128.27,0,0,0.63,687,0
127.71,17,0,59.81,169,0
667.77,15,0,11.0,252,0
1167.42,13,0,18.06,851,0
886.12,0,0,11.34,341,0
27.33,12,0,7.61,569,0
100.83,6,0,47.75,567,0
1161.43,8,0,3.5,348,0
251.78,7,1,40.97,779,0
457.7,16,0,15.26,518,0
2387.36,17,0,19.73,742,0
836.33,1,0,7.33,697,0
291.07,3,0,17.6,831,0
255.74,11,0,56.52,388,0
736.01,16,0,13.96,665,0
393.77,11,0,34.07,904,0
525.54,12,0,32.84,342,0
175.98,16,0,3.55,561,0
759.15,19,1,38.76,778,0
445.83,23,0,17.61,729,0
206.18,14,0,1.66,965,0
15.25,9,0,15.81,107,0
31.07,14,0,9.48,294,0
722.46,15,0,6.4,900,0
2404.57,8,0,35.4,119,0
39.22,12,0,19.75,781,0
941.36,22,0,1.15,49,0
836.34,9,0,32.15,507,0
127.25,7,0,9.27,274,0
632.09,0,0,4.8,610,0
86.89,6,0,27.87,758,0
59.18,7,0,17.56,742,0
779.28,17,0,9.58,255,0
783.81,21,0,20.97,204,0
417.72,2,0,34.84,541,0
928.92,18,0,2.15,208,0
302.64,19,0,44.42,903,0
600.2,1,0,10.22,314,0
296.89,5,0,18.18,659,0
35.57,22,0,5.04,756,0
1105.87,8,0,66.48,752,0
210.74,21,0,21.19,482,0
369.08,8,0,16.07,565,0
143.52,21,0,18.88,863,0
450.4,19,0,6.94,333,0
1841.92,11,0,37.78,699,0
654.3,8,0,19.56,987,0
176.0,19,1,36.66,329,0
134.05,0,0,3.12,296,0
180.57,8,0,7.39,380,0
294.06,20,0,5.65,500,0
312.32,18,0,1.21,895,0
2017.25,17,0,63.79,360,0
248.01,16,0,9.44,784,0
443.86,12,0,5.02,100,0
161.3,15,0,4.08,255,0
413.3,9,0,21.51,270,0
785.02,7,0,6.44,826,0
1617.37,22,1,23.32,617,0
137.43,16,0,35.13,262,0
1053.03,13,0,1.06,97,0
1409.69,7,0,13.64,704,0
238.42,5,0,1.24,856,0
705.29,11,0,37.71,328,0
66.34,12,0,32.75,830,0
500.77,7,0,0.98,472,0
264.01,6,0,24.57,79,0
1078.08,7,0,57.28,27,0
46.99,17,0,24.58,758,0
252.34,11,0,23.01,882,0
649.1,23,0,1.5,601,0
76.62,0,0,25.1,966,0
24.97,1,0,1.0,423,0
193.87,22,1,9.84,871,0
716.21,16,0,2.46,798,0
301.62,2,0,4.5,27,0
228.2,10,0,16.42,539,0
1723.18,17,0,4.07,790,0
181.86,14,0,14.51,849,0
94.58,22,0,20.95,218,0
437.12,12,0,1.31,932,0
1501.91,5,0,52.42,404,0
182.69,17,0,36.44,500,0
715.44,16,0,2.94,543,0
140.43,6,1,16.29,303,0
1545.23,14,0,3.02,107,0
101.36,22,0,93.73,546,0
429.78,23,0,9.74,530,0
1263.24,15,0,4.64,56,0
362.7,7,0,4.29,507,0
154.19,22,0,12.11,484,0
78.21,1,0,0.57,18,0
820.4,3,0,17.65,617,0
160.82,20,0,19.46,662,0
180.15,22,0,6.5,793,0
486.26,5,0,5.88,954,0
1328.44,2,0,15.59,459,0
135.35,20,0,64.41,837,0
361.54,7,0,3.29,988,0
203.67,3,1,0.71,113,0
239.38,15,0,44.78,203,0
118.45,16,0,3.75,372,0
279.88,3,0,4.4,346,0
111.08,17,0,20.58,155,0
106.04,22,0,3.14,607,0
1325.21,13,0,8.66,310,0
1388.94,18,0,99.39,719,0
154.02,17,0,49.05,473,0
276.59,21,0,4.25,811,0
443.49,23,0,4.24,837,0
1194.03,9,0,0.62,408,0
133.89,18,0,4.0,66,0
357.98,18,1,1.54,944,0
403.33,9,0,12.51,760,0
361.82,20,1,11.74,401,0
526.53,11,0,24.35,857,0
144.65,6,0,37.27,788,0
334.16,14,0,2.21,261,0
525.14,12,0,6.87,533,0
1958.54,12,0,9.27,633,0
943.65,21,1,6.06,503,0
445.49,23,0,34.89,309,0
806.32,14,0,53.28,214,0
195.0,9,0,3.1,141,0
777.93,2,0,22.78,311,0
1979.45,8,0,12.98,32,0
20.13,4,0,9.71,412,0
1149.6,4,0,1.14,470,0
443.49,9,0,9.62,746,0
210.55,19,0,4.87,835,0
103.82,18,0,1.87,371,0
50.32,17,0,6.36,543,0
60.88,14,0,31.88,330,0
986.04,20,0,19.96,822,0
120.05,6,0,22.44,33,0
125.19,5,0,4.06,217,0
489.38,4,0,5.82,200,0
1117.5,16,0,32.62,249,0
436.32,3,0,7.29,234,0
1954.31,20,0,6.51,632,0
735.01,10,0,48.24,439,0
877.07,14,0,4.45,29,0
351.05,13,0,44.28,37,0
519.43,22,0,0.96,440,0
74.17,23,0,29.65,821,0
97.09,0,0,53.68,459,0
2707.43,19,0,9.58,391,0
600.7,21,0,51.09,372,0
94.58,20,0,12.16,974,0
380.21,11,0,9.41,308,0
433.57,17,0,20.3,795,0
3374.56,10,0,29.58,743,0
149.12,2,0,9.22,522,0
403.73,12,0,17.91,100,0
1101.1,16,0,6.88,449,0
73.12,3,0,82.32,905,0
516.21,17,0,2.05,342,0
657.22,14,0,5.53,719,0
224.27,23,0,71.69,893,0
565.5,21,0,33.91,437,0
96.44,3,0,5.91,142,0
104.03,17,0,2.62,631,0
156.56,4,2,22.94,53,0
266.96,23,0,2.93,131,0
30.99,0,0,10.72,539,0
39.22,15,0,3.89,17,0
194.55,19,0,33.71,306,0
495.01,8,0,12.49,717,0
1209.26,12,0,7.55,673,0
669.1,9,0,9.37,753,0
678.84,12,0,68.05,808,0
699.34,6,1,1.01,604,0
25.48,11,0,7.53,973,0
539.02,6,0,7.79,590,0
1219.09,6,0,32.03,334,0
66.74,6,1,5.4,245,0
352.78,2,0,0.73,534,0
406.02,16,0,12.18,696,0
881.53,11,0,0.79,470,0
34.69,4,0,14.93,285,0
388.34,12,0,42.89,947,0
350.13,1,0,21.36,822,0
761.97,22,0,9.52,172,0
61.1,8,0,43.15,80,0
337.3,19,0,2.58,438,0
144.51,3,0,31.23,550,0
738.33,7,0,58.7,160,0
223.2,20,0,15.54,484,0
765.21,21,0,4.74,462,0
100.27,23,0,18.74,232,0
653.04,1,0,15.13,868,0
927.25,18,0,1.99,210,0
983.68,12,0,8.51,659,0
1988.25,20,1,0.95,652,0
19.81,5,0,5.19,796,0
156.46,9,0,4.01,789,0
411.07,4,0,30.44,496,0
358.97,1,0,6.0,926,0
257.5,4,0,12.79,164,0
373.56,16,0,28.64,448,0
99.84,11,0,11.97,879,0
420.58,10,0,104.4,889,0
406.85,3,0,54.43,982,0
208.44,19,0,33.28,866,0
111.79,21,0,2.43,175,0
333.03,9,0,5.87,894,0
