monto,hora,intentos,distancia,antiguedad,es_fraude
71.85,21,1,52.26,577,0
537.32,23,0,1.99,250,0
12052.86,0,3,1877.28,3,1
230.4,12,0,12.05,483,0
551.41,6,0,1.46,983,0
387.4,20,0,21.17,669,0
19.1,16,0,18.21,568,0
205.7,13,0,13.73,90,0
551.9,19,0,33.62,761,0
461.73,3,0,33.5,956,0
944.46,11,1,65.19,377,0
532.36,20,0,99.76,478,0
44.73,3,0,36.23,323,0
281.84,8,0,43.72,889,0
183.18,20,0,47.03,985,0
122.88,15,0,4.84,269,0
166.38,2,2,7.24,771,0
10147.68,4,3,498.47,1,1
9807.29,2,3,569.47,0,1
826.46,22,0,29.78,851,0
396.01,2,0,1.19,274,0
469.88,12,0,16.65,179,0
44.29,16,0,22.31,808,0
353.67,22,0,43.31,231,0
272.14,14,0,14.39,344,0
1059.78,14,0,12.02,784,0
66.08,13,1,64.56,41,0
368.19,13,0,111.49,121,0
446.56,2,0,1.41,560,0
814.13,6,0,13.59,248,0
135.19,0,0,77.74,817,0
837.68,2,1,15.06,409,0
473.5,23,0,7.44,27,0
413.15,16,0,12.6,725,0
454.08,11,0,30.22,712,0
139.24,13,0,12.62,146,0
395.2,22,0,62.29,720,0
294.34,5,0,46.82,257,0
413.91,9,0,4.77,101,0
155.33,13,0,6.0,189,0
17943.59,1,5,496.12,1,1
460.63,16,0,4.11,34,0
3415.9,10,0,19.64,964,0
590.1,18,0,2.82,115,0
475.96,0,0,22.48,922,0
15.98,9,0,10.44,469,0
20147.3,3,5,1135.19,0,1
891.23,5,0,7.09,179,0
1192.09,14,0,5.83,627,0
829.87,1,0,12.12,888,0
947.23,6,0,24.52,179,0
1164.63,3,0,29.02,813,0
658.54,11,0,20.53,959,0
130.87,23,0,12.06,617,0
23839.99,23,3,1971.32,3,1
307.1,10,0,18.87,817,0
281.29,14,0,15.54,846,0
490.46,3,0,3.64,189,0
625.3,11,0,6.79,348,0
902.18,21,0,6.24,646,0
682.78,21,0,1.4,547,0
829.98,19,0,33.6,271,0
23.32,20,0,4.73,227,0
946.82,21,0,16.33,20,0
77.55,4,0,30.65,954,0
226.35,19,0,4.57,555,0
19594.65,23,5,1193.31,2,1
112.24,2,0,46.23,287,0
365.88,19,0,1.47,482,0
18162.48,0,4,1162.59,2,1
349.3,5,0,97.61,636,0
24067.61,3,4,750.07,0,1
30.68,15,0,11.28,169,0
28.6,11,0,25.71,893,0
230.99,15,0,2.75,740,0
189.4,23,0,43.16,344,0
279.52,12,0,37.89,323,0
220.07,11,0,1.17,288,0
1447.33,6,0,7.92,630,0
1274.1,16,0,8.1,370,0
148.49,1,0,27.37,545,0
18288.44,5,3,1444.18,1,1
1273.58,21,0,4.11,102,0
338.73,13,2,11.9,461,0
437.0,8,0,6.46,808,0
996.67,21,0,26.72,611,0
16031.98,2,3,1506.96,1,1
1255.05,12,0,3.07,501,0
1302.81,10,0,9.1,621,0
102.9,13,0,12.7,815,0
1237.61,14,0,24.4,756,0
41.42,14,0,5.08,492,0
901.26,23,0,1.19,535,0
359.42,7,0,2.56,325,0
206.56,1,0,31.33,610,0
235.93,15,0,21.32,662,0
8677.98,5,4,1085.0,5,1
25320.36,23,4,1172.63,0,1
1848.05,11,0,17.92,766,0
1000.63,4,0,14.95,953,0
461.11,22,0,38.6,652,0
1967.31,11,0,26.97,916,0
22022.44,23,4,1429.68,4,1
590.12,0,0,13.41,714,0
70.83,13,1,8.23,453,0
131.11,4,1,6.64,98,0
172.9,22,0,17.64,307,0
1050.2,1,0,39.14,704,0
218.43,21,0,15.66,215,0
541.48,20,0,22.67,995,0
389.22,15,0,2.38,959,0
577.25,14,0,2.66,546,0
102.1,11,0,26.49,661,0
243.03,12,0,21.92,734,0
314.05,11,0,10.43,698,0
592.75,20,0,6.81,705,0
579.42,3,0,8.02,858,0
1525.84,12,1,3.28,72,0
34.24,17,0,26.81,135,0
965.77,5,0,8.17,546,0
9878.35,4,5,1617.09,5,1
316.51,18,0,6.85,937,0
745.89,5,0,1.79,421,0
585.84,18,0,14.27,610,0
63.38,1,0,3.43,277,0
76.81,6,0,25.77,772,0
420.89,19,0,10.94,260,0
945.79,12,0,84.53,940,0
200.11,21,0,11.79,279,0
25.24,20,0,62.21,48,0
1322.51,15,0,1.83,476,0
2943.78,14,1,40.2,884,0
630.89,13,0,52.15,67,0
845.16,15,0,13.48,720,0
171.56,11,0,3.83,304,0
164.78,4,0,22.58,678,0
685.04,15,0,1.92,367,0
124.39,22,0,32.66,241,0
713.13,12,0,11.18,19,0
820.91,18,0,12.35,672,0
63.83,9,0,15.4,999,0
309.91,22,0,30.53,596,0
795.12,2,0,5.17,990,0
182.16,16,0,12.34,647,0
641.87,22,0,33.47,957,0
17064.81,0,5,1161.05,5,1
267.19,7,0,6.77,267,0
17228.38,0,5,1832.11,0,1
1127.47,10,0,19.38,774,0
1409.34,16,0,28.42,933,0
578.54,9,0,17.07,168,0
17401.9,23,3,975.81,3,1
391.71,9,1,15.33,166,0
511.11,7,0,11.46,139,0
908.29,6,0,14.75,568,0
862.74,3,0,3.7,696,0
128.15,16,0,17.28,468,0
517.96,18,0,5.94,881,0
868.68,16,0,9.57,379,0
178.17,6,0,1.62,76,0
7826.4,4,5,1273.68,2,1
28431.65,4,5,1086.92,0,1
70.49,16,0,13.3,134,0
661.84,4,0,84.01,526,0
27695.56,3,5,1894.17,3,1
337.91,5,0,27.85,450,0
93.05,13,0,59.24,981,0
9025.33,23,4,1892.55,4,1
98.35,2,0,32.4,474,0
148.26,9,1,2.33,369,0
508.99,10,0,16.39,865,0
11927.12,5,3,1415.26,1,1
20142.42,0,3,826.2,5,1
16833.78,2,5,1824.48,3,1
157.92,9,0,29.33,677,0
16898.32,1,5,646.5,3,1
62.97,20,0,1.3,356,0
609.72,21,0,6.41,173,0
345.89,13,0,16.29,361,0
31.63,22,0,8.25,445,0
833.03,19,0,92.17,374,0
79.46,22,0,12.41,792,0
511.58,15,0,31.87,702,0
174.35,13,0,23.63,405,0
554.88,22,0,34.27,146,0
181.44,23,0,115.11,862,0
280.62,5,0,34.84,62,0
946.43,3,0,19.8,582,0
268.85,3,0,70.5,269,0
396.45,20,0,23.08,83,0
1052.6,5,0,2.85,943,0
164.03,20,0,15.07,115,0
108.92,1,0,4.6,633,0
12448.82,4,4,1540.43,0,1
239.31,19,0,14.59,845,0
240.93,12,0,5.71,868,0
355.45,4,0,5.03,607,0
29456.86,2,5,685.2,5,1
839.51,14,0,48.37,873,0
23195.43,0,3,738.02,3,1
1875.14,1,0,9.43,582,0
18996.15,0,3,1618.79,1,1
154.61,3,0,8.85,260,0
26550.84,23,5,956.38,0,1
185.21,20,0,37.1,890,0
108.99,16,0,3.41,39,0
281.72,23,0,2.44,448,0
388.93,13,0,20.1,702,0
510.78,9,0,42.37,534,0
17832.7,3,5,1446.29,2,1
27031.54,3,5,418.99,2,1
2160.6,6,0,16.31,533,0
1227.97,2,0,9.28,227,0
1499.07,4,0,2.98,262,0
247.43,21,0,14.4,190,0
261.87,2,0,17.41,95,0
197.08,16,0,6.29,931,0
37.9,22,0,4.42,967,0
37.04,16,0,13.61,491,0
522.76,1,0,16.0,827,0
14.09,23,0,18.49,319,0
2083.66,20,2,20.54,840,0
40.68,4,0,5.19,71,0
21879.68,5,3,820.91,5,1
656.53,15,0,4.22,126,0
103.88,1,0,2.44,396,0
333.04,14,0,17.54,768,0
205.19,19,0,44.71,228,0
9512.95,2,3,810.01,0,1
882.04,16,2,2.58,488,0
19.94,0,0,13.24,535,0
638.62,12,0,15.36,549,0
13604.28,4,4,669.92,3,1
28036.64,23,3,1966.17,2,1
50.52,17,0,3.38,166,0
97.29,8,0,46.9,357,0
52.97,13,0,3.1,310,0
21303.94,3,5,957.56,5,1
901.87,4,0,5.71,633,0
28944.47,4,3,552.07,5,1
416.92,11,0,60.94,925,0
56.34,17,0,18.71,826,0
403.21,12,0,8.27,735,0
498.78,10,0,21.56,479,0
132.6,19,0,19.85,373,0
902.6,21,0,13.35,218,0
1939.94,1,2,60.55,997,0
1671.34,19,0,38.25,958,0
20.58,10,0,30.79,318,0
459.66,18,0,7.86,234,0
17257.45,1,5,1030.38,5,1
16821.78,3,5,585.08,2,1
14110.69,1,4,1892.07,4,1
25841.46,1,4,1211.43,1,1
451.94,14,0,18.45,282,0
391.81,11,0,12.57,370,0
352.76,14,0,3.16,784,0
125.62,11,0,9.23,160,0
95.81,9,0,62.11,478,0
406.61,8,0,4.33,840,0
825.34,23,0,13.14,422,0
792.72,9,0,6.09,800,0
262.83,12,0,50.24,675,0
220.12,23,0,49.04,210,0
750.3,21,0,22.21,403,0
889.63,3,0,5.6,22,0
22793.11,23,3,1845.45,2,1
1796.43,1,0,24.29,436,0
100.27,23,0,12.67,445,0
17302.1,0,3,1019.31,2,1
25271.19,23,4,773.67,3,1
15251.29,2,3,1501.4,1,1
556.53,22,0,33.27,948,0
19.35,18,0,32.38,358,0
357.62,9,0,15.18,208,0
567.77,23,0,88.12,235,0
121.96,22,0,62.76,702,0
137.37,20,1,10.35,963,0
118.81,2,0,17.43,856,0
1031.64,2,0,8.29,220,0
38.96,11,0,25.5,619,0
441.06,5,0,10.82,808,0
286.04,3,0,60.15,428,0
452.37,19,0,15.2,351,0
48.8,13,0,17.15,992,0
15904.08,22,5,416.11,0,1
67.93,2,0,38.49,739,0
125.91,18,0,28.21,761,0
266.12,14,0,5.84,66,0
567.21,13,0,1.05,252,0
227.27,13,0,40.27,756,0
283.88,12,0,1.35,321,0
168.63,3,0,32.5,763,0
320.25,17,0,7.04,723,0
29188.27,23,3,1320.45,3,1
315.85,10,0,13.68,972,0
922.26,18,0,24.19,499,0
20927.1,2,4,1629.13,5,1
6791.45,3,5,1494.44,1,1
224.75,13,0,1.73,213,0
930.74,17,0,14.54,570,0
438.08,5,0,6.56,271,0
46.23,8,0,52.88,901,0
656.9,22,1,44.18,281,0
868.78,5,0,7.21,598,0
736.27,10,0,5.1,646,0
25052.06,22,4,1260.04,3,1
15578.62,2,3,1849.58,0,1
604.77,12,0,3.01,119,0
56.72,7,0,1.4,663,0
729.85,1,0,14.39,610,0
435.66,0,1,8.93,497,0
1342.14,13,0,72.15,640,0
573.22,3,0,8.27,661,0
500.7,3,0,7.01,518,0
890.93,7,0,7.95,179,0
606.67,11,0,14.93,888,0
227.71,9,0,13.9,417,0
1965.66,18,0,16.38,30,0
236.58,1,0,46.15,719,0
20487.17,5,3,480.04,4,1
1113.72,22,0,3.52,350,0
989.45,13,0,25.77,90,0
790.26,20,0,10.17,769,0
13.4,6,0,16.0,666,0
436.61,14,1,41.71,144,0
421.1,12,0,11.23,519,0
378.65,8,0,77.63,117,0
12.52,13,0,1.7,411,0
10190.02,3,4,1226.94,2,1
443.49,21,0,2.86,295,0
280.96,10,0,17.18,479,0
25734.59,5,5,1943.02,2,1
569.5,19,0,17.08,318,0
23209.15,5,4,1682.8,1,1
663.94,15,1,18.03,808,0
898.7,12,0,11.7,476,0
90.55,20,1,9.42,977,0
942.01,21,0,18.34,70,0
19.25,15,0,19.65,263,0
91.16,13,0,5.77,29,0
294.52,12,0,19.57,267,0
516.6,2,0,21.84,15,0
911.6,3,0,3.17,142,0
27555.46,3,5,1017.82,1,1
17347.04,4,5,1718.37,5,1
28526.05,4,3,862.96,4,1
82.4,1,0,12.6,125,0
1326.28,18,0,6.79,618,0
302.46,10,0,29.27,947,0
794.43,18,0,17.91,660,0
984.15,23,0,17.67,507,0
467.79,1,0,3.92,89,0
429.47,1,1,28.73,213,0
113.05,2,0,10.97,909,0
512.91,3,0,22.88,708,0
1212.99,18,0,5.97,701,0
183.64,13,0,18.51,671,0
17306.65,4,4,599.38,0,1
89.74,17,0,6.76,309,0
243.92,3,0,50.17,937,0
333.73,13,0,21.65,570,0
37.74,10,0,19.22,316,0
212.23,10,0,11.79,582,0
147.3,20,1,19.53,662,0
1387.15,7,0,1.7,926,0
1226.52,22,0,5.52,767,0
1865.96,1,0,22.53,234,0
126.67,4,0,17.54,22,0
18461.44,0,3,759.83,1,1
497.97,10,0,6.28,433,0
22.89,18,2,34.21,482,0
22789.07,22,3,1219.25,3,1
334.21,12,0,35.43,993,0
200.42,17,0,18.5,86,0
616.66,12,0,23.86,283,0
689.16,2,0,56.08,179,0
10612.15,5,4,939.2,2,1
170.2,3,0,18.27,957,0
29483.87,1,3,956.82,5,1
279.03,5,0,11.78,897,0
67.06,15,0,4.52,138,0
343.55,13,1,11.77,461,0
647.94,16,0,16.2,549,0
490.59,12,0,5.75,162,0
11342.49,3,5,1219.04,2,1
511.62,13,0,1.73,869,0
6581.77,0,4,804.11,0,1
64.09,5,0,64.46,490,0
6492.26,0,5,1429.64,2,1
47.88,12,0,37.32,70,0
469.07,6,0,3.28,389,0
318.39,3,0,20.63,870,0
533.62,23,0,8.35,859,0
326.78,22,0,10.25,802,0
766.65,17,0,40.03,722,0
337.21,6,0,7.58,66,0
17758.36,3,3,812.25,5,1
141.85,16,0,13.15,480,0
331.54,15,0,1.68,191,0
281.03,0,0,42.38,39,0
375.83,18,0,13.91,108,0
111.87,20,0,24.4,601,0
502.61,7,0,11.58,472,0
255.43,6,0,9.1,817,0
955.68,3,0,11.99,539,0
507.67,15,0,23.79,830,0
318.95,19,0,29.76,801,0
150.41,17,0,4.78,386,0
962.28,15,0,5.59,153,0
527.2,14,0,20.85,933,0
962.6,14,0,17.9,91,0
1885.17,5,0,4.64,555,0
57.84,22,0,6.44,699,0
1022.34,20,0,25.54,265,0
477.26,0,0,15.37,307,0
454.74,14,0,33.15,827,0
53.79,17,0,1.34,405,0
404.94,11,0,26.91,935,0
1715.4,19,0,3.09,311,0
6477.64,1,3,804.66,4,1
797.54,1,1,1.24,326,0
1134.63,13,0,2.75,370,0
191.38,15,0,58.06,340,0
56.3,11,0,11.15,776,0
233.39,9,0,26.39,887,0
28133.54,1,5,1397.99,1,1
472.83,21,0,11.54,861,0
314.28,19,0,96.19,342,0
289.19,22,1,23.04,613,0
379.46,5,0,18.21,464,0
869.93,22,0,9.9,420,0
154.5,14,0,35.37,977,0
239.42,1,0,1.07,321,0
144.39,12,0,75.94,23,0
1229.21,15,0,25.71,889,0
288.53,7,0,25.46,37,0
284.75,20,0,63.3,959,0
782.17,6,0,34.47,391,0
348.0,20,0,20.01,667,0
56.61,1,0,4.18,807,0
153.88,5,0,7.76,300,0
77.65,8,0,25.4,846,0
1855.82,15,0,53.46,284,0
348.72,15,0,24.37,393,0
734.41,2,0,22.15,822,0
62.88,3,0,19.3,929,0
1591.05,7,0,9.02,408,0
863.37,13,0,34.01,931,0
237.09,0,0,5.04,634,0
29940.33,22,5,685.44,4,1
149.2,18,0,32.08,536,0
156.66,8,0,1.39,382,0
79.89,20,0,17.84,773,0
27273.03,0,3,1434.24,3,1
36.28,9,0,11.22,166,0
501.99,23,0,7.53,518,0
264.91,16,1,4.32,37,0
429.48,10,0,4.34,189,0
423.8,12,0,7.81,294,0
10645.04,4,4,1012.47,3,1
419.7,2,0,14.07,216,0
208.28,8,0,9.5,713,0
922.11,17,0,8.04,137,0
53.28,13,0,48.7,924,0
671.12,6,0,4.11,715,0
601.66,5,0,9.42,326,0
165.07,6,0,23.61,951,0
34.74,21,0,61.94,123,0
1072.42,9,0,13.29,347,0
88.24,5,0,15.85,987,0
17063.33,4,3,426.89,5,1
605.42,23,0,9.94,853,0
7250.11,5,4,1397.04,5,1
829.76,18,0,13.39,360,0
184.53,18,0,9.78,161,0
698.65,6,0,6.62,620,0
476.37,23,0,56.33,568,0
391.36,17,0,1.18,738,0
468.32,2,0,4.64,270,0
697.53,21,0,1.71,127,0
131.18,21,0,8.65,74,0
24397.38,4,3,1810.74,4,1
23112.75,23,5,594.54,1,1
101.44,12,0,21.82,591,0
204.52,8,0,27.93,808,0
1427.3,14,0,42.36,217,0
77.66,17,0,12.79,617,0
1123.33,20,0,18.06,374,0
1539.99,19,0,32.76,35,0
210.71,18,1,18.94,330,0
8509.31,2,3,1627.65,0,1
203.35,20,0,8.03,507,0
250.62,13,0,18.15,233,0
534.21,3,0,3.21,816,0
20.11,17,0,64.52,200,0
1424.65,21,0,25.42,407,0
19054.47,4,4,1344.48,1,1
220.36,5,0,6.09,326,0
27623.12,23,4,1769.83,5,1
877.85,0,0,45.96,912,0
413.53,12,0,4.51,899,0
1140.01,14,0,30.99,193,0
460.32,8,0,25.09,746,0
10412.96,3,4,490.73,4,1
11055.16,0,4,936.87,1,1
268.55,1,0,66.86,836,0
699.8,15,0,45.3,33,0
85.45,4,0,33.29,199,0
28297.83,3,4,676.46,3,1
13.26,7,0,1.48,277,0
540.08,21,0,5.67,736,0
442.7,14,0,5.97,723,0
583.63,19,1,12.74,681,0
641.62,3,0,17.97,235,0
341.85,15,0,7.87,804,0
27394.89,2,3,1988.14,4,1
259.16,6,0,38.21,789,0
353.31,14,1,12.32,248,0
12591.56,4,4,1732.05,1,1
34.58,20,0,25.9,553,0
9340.51,23,4,792.46,0,1
276.77,6,0,5.84,875,0
48.2,6,0,30.55,865,0
22926.81,3,5,1921.14,5,1
333.06,12,0,27.31,479,0
64.91,1,0,2.48,672,0
194.49,21,0,3.75,361,0
117.23,6,0,2.48,750,0
334.94,13,0,5.08,192,0
35.55,16,2,3.02,83,0
25986.6,5,4,1564.53,1,1
414.86,8,1,29.72,424,0
148.92,13,0,5.35,765,0
237.67,17,0,6.26,203,0
2890.0,9,0,11.04,937,0
314.16,0,0,10.06,403,0
20493.07,22,5,1677.67,0,1
127.82,23,0,6.09,691,0
260.39,19,0,28.9,326,0
310.33,18,0,36.66,382,0
309.9,21,0,8.75,258,0
536.82,0,0,1.62,907,0
704.2,20,0,5.12,227,0
272.01,7,0,6.81,394,0
508.18,0,0,60.25,656,0
464.84,15,0,12.37,218,0
1107.97,15,0,8.16,286,0
99.65,11,0,64.91,78,0
338.65,8,0,26.63,824,0
510.64,8,0,26.18,932,0
365.74,8,0,35.22,217,0
566.86,9,0,11.5,629,0
19.37,4,0,9.65,84,0
382.94,10,1,86.83,880,0
43.02,18,0,30.96,208,0
759.38,10,0,3.51,804,0
156.92,22,0,45.1,763,0
23333.97,23,4,1190.47,1,1
272.12,19,0,24.91,884,0
363.83,8,1,39.19,131,0
1750.78,20,0,66.23,512,0
363.31,13,0,17.74,660,0
536.17,19,0,11.27,878,0
26847.08,2,3,606.1,3,1
80.97,6,0,56.56,796,0
632.32,8,0,3.21,275,0
174.66,10,0,29.84,50,0
25537.61,23,4,1919.26,0,1
71.66,23,0,2.79,224,0
29.73,12,0,38.42,320,0
44.05,15,2,93.64,536,0
682.74,2,0,16.69,980,0
29087.85,4,5,1097.34,2,1
15294.99,23,5,1511.27,2,1
527.59,0,0,2.67,203,0
10204.86,1,4,1748.46,3,1
92.96,16,0,3.83,85,0
13497.74,23,5,1342.02,3,1
543.91,5,0,4.5,869,0
277.66,4,0,4.97,539,0
536.8,7,0,6.86,129,0
49.92,17,0,2.7,954,0
170.73,15,1,23.7,45,0
22.85,12,0,3.26,549,0
282.61,5,0,6.91,482,0
242.23,7,0,11.92,107,0
116.62,20,0,40.08,562,0
20.24,9,0,8.82,613,0
13680.26,0,4,1488.25,1,1
226.66,14,2,9.62,972,0
748.21,19,0,42.58,874,0
1310.1,4,0,17.29,242,0
21864.01,4,5,1590.67,1,1
228.41,17,0,22.43,344,0
85.7,16,1,6.66,998,0
1289.91,23,0,44.05,946,0
16990.19,1,4,1614.04,4,1
1064.73,7,0,3.8,200,0
1030.32,4,0,2.46,22,0
955.96,3,0,37.12,854,0
28240.98,22,3,811.48,5,1
453.49,16,0,8.56,685,0
403.49,9,0,42.9,401,0
29847.25,2,4,1481.19,1,1
261.47,6,0,52.56,514,0
117.51,9,0,46.15,229,0
31.46,19,0,25.5,67,0
427.89,0,0,2.96,661,0
17.8,0,0,11.75,698,0
54.76,12,1,19.76,526,0
387.42,11,0,18.09,578,0
160.03,23,1,13.37,903,0
6966.68,0,4,1050.12,0,1
21.68,0,0,3.83,856,0
16784.23,0,5,804.1,1,1
642.3,6,0,40.5,804,0
7165.21,22,4,754.26,4,1
213.79,5,0,17.06,291,0
1222.92,18,1,12.73,541,0
388.69,3,0,28.2,859,0
25659.95,3,5,927.27,5,1
362.99,12,0,10.95,502,0
743.61,18,0,21.81,917,0
801.28,13,0,13.72,321,0
1594.83,13,0,27.29,589,0
2481.26,15,0,30.1,839,0
1752.03,2,0,32.15,401,0
22.2,17,0,21.52,920,0
995.66,2,0,17.86,27,0
855.62,15,0,12.57,370,0
1578.12,11,0,21.11,35,0
1108.59,20,0,11.19,712,0
364.99,0,0,7.8,273,0
1497.73,5,0,4.54,272,0
157.85,23,0,31.84,852,0
1433.44,16,0,2.76,69,0
565.48,1,0,1.29,301,0
972.99,20,0,27.9,61,0
278.64,15,0,4.93,989,0
109.0,12,1,2.49,869,0
206.34,11,0,14.8,628,0
391.74,16,0,14.3,456,0
936.81,23,0,9.27,508,0
1420.06,19,0,7.57,670,0
523.79,14,0,5.45,498,0
803.79,21,0,8.89,225,0
57.52,21,0,28.28,460,0
9682.96,23,3,1396.09,3,1
164.07,3,0,31.62,38,0
1426.3,19,0,35.24,527,0
713.94,13,0,12.51,454,0
139.6,15,2,4.98,352,0
551.07,20,0,7.96,127,0
293.02,20,0,54.71,273,0
43.94,17,0,14.61,170,0
276.79,12,0,1.21,677,0
300.04,9,0,22.44,555,0
504.07,2,0,13.38,910,0
1054.56,17,0,1.39,588,0
1046.74,18,0,6.18,52,0
17384.94,4,5,977.76,5,1
462.78,10,0,46.47,774,0
10.54,20,0,10.46,775,0
265.27,18,0,16.79,841,0
298.42,14,0,5.67,91,0
10907.2,5,4,1252.62,4,1
57.14,11,0,6.64,937,0
13200.73,22,5,1366.78,2,1
735.25,17,0,6.63,290,0
27422.42,4,4,485.46,3,1
219.51,14,0,6.11,579,0
201.32,7,0,39.37,731,0
15.63,8,0,8.39,580,0
130.43,3,0,1.79,886,0
71.68,13,0,62.69,662,0
2207.91,13,0,3.29,749,0
186.43,7,1,58.95,672,0
666.92,19,0,9.81,95,0
749.54,16,0,6.28,883,0
19.64,1,0,12.69,785,0
736.48,13,0,36.91,126,0
1098.26,0,0,17.69,662,0
95.76,17,0,11.33,520,0
961.24,11,0,42.05,226,0
350.1,2,0,37.96,459,0
1002.7,0,0,67.67,605,0
465.19,7,0,3.72,489,0
1286.12,14,0,1.76,248,0
290.06,14,0,28.92,625,0
662.84,0,0,6.86,255,0
1283.78,17,0,2.35,819,0
293.76,11,0,5.23,689,0
17207.22,3,4,718.96,1,1
198.01,9,0,24.34,579,0
225.22,3,0,12.46,301,0
271.18,18,0,8.47,507,0
483.48,21,0,3.71,424,0
592.35,19,0,43.93,309,0
16861.55,1,3,1073.91,3,1
950.54,4,0,45.14,311,0
264.28,3,0,35.61,207,0
15982.0,23,5,1880.87,2,1
461.38,11,0,25.35,536,0
158.4,19,0,2.66,694,0
62.8,3,0,10.24,716,0
117.09,19,0,3.8,639,0
860.5,21,0,12.11,446,0
27359.18,4,5,587.37,4,1
136.74,2,0,17.16,913,0
1141.82,23,0,40.58,811,0
165.51,22,0,11.2,246,0
532.23,19,0,13.69,91,0
1027.58,19,0,8.69,558,0
215.01,16,0,7.09,536,0
129.36,15,0,36.43,234,0
3281.64,14,0,6.05,774,0
480.64,6,0,18.12,479,0
472.44,14,0,18.2,365,0
1109.95,1,0,11.25,187,0
1444.41,20,0,69.94,547,0
783.13,9,0,68.13,321,0
15566.39,5,4,1998.94,0,1
3015.47,19,0,9.34,452,0
229.46,13,1,14.41,777,0
214.15,10,0,54.51,773,0
250.29,19,0,10.5,597,0
86.03,22,1,11.32,485,0
19.02,15,0,25.93,736,0
716.27,7,0,18.18,958,0
595.54,11,0,3.54,955,0
77.4,18,0,48.34,768,0
405.7,23,0,36.77,818,0
8447.24,1,5,1139.61,3,1
285.74,15,0,3.6,296,0
1540.7,23,0,37.9,258,0
578.36,22,0,6.04,653,0
871.99,7,0,9.18,119,0
156.31,21,0,3.35,56,0
11.97,11,0,44.79,700,0
12625.8,22,3,539.25,3,1
770.46,2,0,60.11,460,0
579.46,13,0,14.93,104,0
1134.71,4,0,22.8,66,0
214.07,3,0,16.03,835,0
1160.09,7,0,34.4,718,0
807.24,17,0,25.13,340,0
543.89,15,0,8.66,393,0
25335.29,4,5,1417.4,2,1
101.42,2,0,37.45,430,0
899.05,2,0,53.85,132,0
29.1,17,0,7.94,175,0
170.14,3,0,19.42,572,0
47.02,22,0,13.48,426,0
280.96,17,0,2.62,262,0
1090.03,0,0,39.82,519,0
498.59,12,0,3.62,918,0
870.53,23,0,44.53,88,0
62.77,6,0,23.69,128,0
25555.01,1,5,1328.67,1,1
727.97,20,0,61.03,280,0
314.33,8,0,40.09,931,0
1121.91,8,0,1.89,628,0
436.98,19,1,2.6,796,0
215.27,8,0,98.2,704,0
15985.22,5,5,585.36,2,1
391.89,1,0,5.42,364,0
168.16,5,0,27.13,117,0
306.12,4,0,30.58,808,0
1091.93,22,0,13.48,162,0
109.04,20,0,14.68,676,0
417.04,22,0,21.21,522,0
20265.83,23,5,809.41,1,1
979.9,16,0,17.47,857,0
125.43,0,0,3.89,131,0
155.67,3,0,28.99,490,0
350.06,9,0,73.94,707,0
116.92,9,0,3.78,501,0
127.13,20,0,47.9,289,0
626.49,17,0,36.84,859,0
183.09,18,0,8.44,962,0
851.14,16,0,45.61,318,0
1099.39,16,0,40.04,402,0
24107.32,0,5,1897.39,1,1
212.22,14,0,15.24,379,0
48.66,10,0,6.72,885,0
306.66,2,0,2.07,925,0
28940.68,2,3,1677.59,1,1
11747.73,23,5,1978.87,1,1
118.63,19,0,40.03,378,0
133.76,12,0,26.1,618,0
632.73,4,0,41.82,970,0
549.03,11,0,38.45,370,0
2423.97,6,0,12.94,942,0
137.47,9,0,118.59,159,0
107.48,7,0,100.73,274,0
441.32,18,0,26.14,945,0
65.65,22,1,5.31,958,0
418.76,22,0,17.87,227,0
752.08,15,0,52.05,692,0
451.71,15,0,35.07,179,0
79.99,7,1,4.6,693,0
120.96,17,0,141.06,856,0
390.93,6,0,31.14,544,0
12267.04,23,4,1349.84,5,1
287.95,15,0,20.67,29,0
851.19,7,0,45.02,302,0
1550.98,19,0,3.56,182,0
425.45,10,0,29.39,715,0
889.94,1,0,56.76,46,0
2250.4,3,0,26.94,931,0
21112.14,3,5,1158.66,1,1
499.65,22,1,33.5,413,0
12599.26,1,3,591.63,0,1
11200.48,4,5,590.19,0,1
68.88,0,1,12.67,120,0
15550.97,4,5,1110.5,0,1
355.79,16,0,13.34,466,0
1140.33,6,0,2.35,792,0
384.06,11,0,64.08,289,0
24719.09,5,5,1087.81,5,1
15954.34,4,3,1554.98,4,1
1270.39,17,2,42.44,62,0
428.6,22,0,35.64,101,0
201.44,3,0,27.74,525,0
12.07,23,0,19.01,288,0
595.34,16,0,24.17,283,0
255.55,15,0,15.59,379,0
59.04,13,0,7.51,617,0
146.96,20,0,10.24,375,0
14017.85,4,4,1278.65,4,1
95.02,15,0,2.01,689,0
940.12,2,0,23.69,322,0
620.34,1,0,4.44,681,0
13434.21,3,5,1276.99,3,1
27066.2,23,3,1110.1,0,1
59.9,1,0,10.33,193,0
96.07,11,0,1.57,98,0
325.43,8,0,4.28,237,0
389.81,7,0,12.21,485,0
171.27,4,0,1.39,757,0
62.92,14,1,1.77,254,0
25.82,5,0,8.34,44,0
46.65,21,0,23.79,719,0
752.9,2,0,3.72,376,0
1029.39,4,0,3.45,527,0
209.59,14,0,42.46,15,0
20982.97,23,5,1738.74,1,1
1246.05,5,0,18.2,653,0
25357.5,3,5,1216.22,5,1
701.38,10,0,6.82,175,0
216.76,0,1,5.89,500,0
402.13,11,0,28.92,229,0
